,album,track_number,id,name,uri,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
303,With Teeth,7,1boT6T7To8iTK1RyM5xxJy,With Teeth,spotify:track:1boT6T7To8iTK1RyM5xxJy,337707,0,1,4,0.192,0.602,0.66,0.391,0.203,-8.935,0.032,98.082,0.351,40
304,With Teeth,8,0m1DJ5Jkv3kdnGrcZsJFmC,Only,spotify:track:0m1DJ5Jkv3kdnGrcZsJFmC,263093,9,0,4,0.000576,0.7,0.807,0.00488,0.0996,-5.711,0.029,112.15,0.963,50
305,With Teeth,9,7K4agN9Ul3LX0jbC2UxcYs,Getting Smaller,spotify:track:7K4agN9Ul3LX0jbC2UxcYs,215507,8,0,4,7.85e-05,0.505,0.942,0.00284,0.126,-5.843,0.0397,168.237,0.624,37
306,With Teeth,10,2ObdpKGauHF4PKX6xCG1ZS,Sunspots,spotify:track:2ObdpKGauHF4PKX6xCG1ZS,243160,11,1,4,0.00204,0.736,0.444,0.923,0.113,-6.154,0.0303,103.599,0.707,41
307,With Teeth,11,33Po4wZNmlLhd5VJTkA0RC,The Line Begins To Blur,spotify:track:33Po4wZNmlLhd5VJTkA0RC,224440,7,1,4,0.0076,0.343,0.944,0.8,0.863,-5.178,0.125,174.2,0.342,36
308,With Teeth,12,5DAMyAeknJ3TiffLNo9fg9,Beside You In Time,spotify:track:5DAMyAeknJ3TiffLNo9fg9,324627,2,1,4,0.355,0.476,0.543,0.89,0.192,-9.549,0.0481,119.919,0.13,36
309,With Teeth,13,586rOcAzOHkpJTA4POqO2c,Right Where It Belongs,spotify:track:586rOcAzOHkpJTA4POqO2c,304853,5,1,4,0.979,0.458,0.362,0.494,0.119,-10.043,0.0305,139.879,0.223,44
310,The Downward Spiral (Deluxe Edition),1,6m44QcsdbzCOL1Gacaxo8N,Mr. Self Destruct,spotify:track:6m44QcsdbzCOL1Gacaxo8N,270293,2,1,4,0.00489,0.234,0.876,0.773,0.427,-8.494,0.0712,99.823,0.262,40
311,The Downward Spiral (Deluxe Edition),2,2U6XVpYnXEIbHodzlRYweB,Piggy,spotify:track:2U6XVpYnXEIbHodzlRYweB,264400,11,0,4,0.00561,0.725,0.437,0.396,0.147,-14.015,0.0521,131.883,0.621,39
312,The Downward Spiral (Deluxe Edition),3,6pzLYIFvcV5w3ePpGIIyqw,Heresy,spotify:track:6pzLYIFvcV5w3ePpGIIyqw,234307,5,1,4,2.44e-05,0.554,0.933,0.0231,0.107,-4.527,0.129,114.996,0.145,40
313,The Downward Spiral (Deluxe Edition),4,4iBgmqQ0cPGyRPGMyySiaB,March Of The Pigs,spotify:track:4iBgmqQ0cPGyRPGMyySiaB,178427,2,1,1,0.033,0.509,0.875,0.134,0.0815,-6.772,0.0485,134.473,0.05,41
314,The Downward Spiral (Deluxe Edition),5,5mc6EyF1OIEOhAkD0Gg9Lc,Closer,spotify:track:5mc6EyF1OIEOhAkD0Gg9Lc,373307,10,0,4,0.000273,0.546,0.724,0.667,0.133,-8.639,0.0427,89.991,0.586,53
315,The Downward Spiral (Deluxe Edition),6,0KIwLmhPmSJNHWJjCRBhd9,Ruiner,spotify:track:0KIwLmhPmSJNHWJjCRBhd9,296400,7,1,4,0.000194,0.522,0.974,0.39,0.513,-6.415,0.0708,116.672,0.08,39
316,The Downward Spiral (Deluxe Edition),7,2Ci4G7UQsI3CzhZTgF6jYF,The Becoming,spotify:track:2Ci4G7UQsI3CzhZTgF6jYF,331560,0,1,3,0.00637,0.546,0.956,0.00162,0.268,-8.299,0.0387,149.862,0.669,38
317,The Downward Spiral (Deluxe Edition),8,7BHOCLm5ZYpbOB1nVjAj2i,I Do Not Want This,spotify:track:7BHOCLm5ZYpbOB1nVjAj2i,341200,4,1,4,0.0348,0.593,0.953,0.0336,0.148,-6.682,0.119,117.884,0.0928,35
318,The Downward Spiral (Deluxe Edition),9,44RkSiqtWOJf16XkJbHJ39,Big Man With A Gun,spotify:track:44RkSiqtWOJf16XkJbHJ39,96200,9,1,4,0.000252,0.336,0.985,0.068,0.811,-4.023,0.11,199.865,0.38,38
319,The Downward Spiral (Deluxe Edition),10,1HsjoAytWxKDxjAV6dLGxW,A Warm Place,spotify:track:1HsjoAytWxKDxjAV6dLGxW,202307,3,1,4,0.729,0.271,0.107,0.879,0.115,-28.318,0.0349,139.365,0.0743,37
320,The Downward Spiral (Deluxe Edition),11,7LSZfZxfKnPaJGiCKVHiWh,Eraser,spotify:track:7LSZfZxfKnPaJGiCKVHiWh,294360,5,0,3,0.0618,0.686,0.964,0.652,0.715,-8.459,0.0333,130.024,0.478,35
321,The Downward Spiral (Deluxe Edition),12,1Rn5TLiCpbtZLlXCUel5Ge,Reptile,spotify:track:1Rn5TLiCpbtZLlXCUel5Ge,411840,7,1,4,0.00481,0.62,0.891,0.069,0.43,-7.708,0.0642,127.91,0.0471,36
322,The Downward Spiral (Deluxe Edition),13,3ZSLPVR3ndeJrFDsouM5e4,The Downward Spiral,spotify:track:3ZSLPVR3ndeJrFDsouM5e4,237293,2,1,4,0.977,0.313,0.352,0.936,0.0968,-16.892,0.0434,103.711,0.179,34
323,The Downward Spiral (Deluxe Edition),14,06E2wdQZkuZCErWNK26l0U,Hurt,spotify:track:06E2wdQZkuZCErWNK26l0U,373333,11,0,4,0.784,0.534,0.102,0.0136,0.135,-17.71,0.0432,79.932,0.0741,38
324,The Downward Spiral (Deluxe Edition),1,4SHHU5xx7ud4iUR4ebdPuD,"Burn - From ""Natural Born Killers"" Soundtrack",spotify:track:4SHHU5xx7ud4iUR4ebdPuD,300027,1,1,4,0.00116,0.588,0.923,0.368,0.0984,-6.942,0.0874,89.974,0.551,43
325,The Downward Spiral (Deluxe Edition),2,4e9W7BLts2XZ8brfr090K9,Closer (Precursor),spotify:track:4e9W7BLts2XZ8brfr090K9,436547,10,0,4,0.0216,0.534,0.555,0.185,0.104,-13.144,0.0939,180.068,0.346,29
326,The Downward Spiral (Deluxe Edition),3,4DO5njbgLJXXd38LliUu5C,Piggy (Nothing Can Stop Me Now),spotify:track:4DO5njbgLJXXd38LliUu5C,242587,0,1,4,0.00281,0.587,0.98,0.877,0.15,-5.528,0.0747,131.813,0.306,27
327,The Downward Spiral (Deluxe Edition),4,5dFMvzonICipUk7m1uGlsw,A Violet Fluid,spotify:track:5dFMvzonICipUk7m1uGlsw,64000,0,0,4,0.000141,0.74,0.462,0.838,0.0947,-9.95,0.135,152.922,0.459,30
328,The Downward Spiral (Deluxe Edition),5,4jOi4D0touCN691r2F03Tm,"Dead Souls - From ""The Crow"" Soundtrack",spotify:track:4jOi4D0touCN691r2F03Tm,293133,5,0,4,0.00143,0.528,0.877,0.714,0.0997,-7.069,0.0545,99.19,0.64,45
329,The Downward Spiral (Deluxe Edition),6,2fXmyEIE6AtoGdo5Dm69y2,Hurt (Quiet),spotify:track:2fXmyEIE6AtoGdo5Dm69y2,308800,11,0,4,0.61,0.642,0.258,0.00178,0.128,-10.698,0.036,80.01,0.074,35
330,The Downward Spiral (Deluxe Edition),7,5kXtr0OnI0xvaBSHRMPC1m,Closer To God,spotify:track:5kXtr0OnI0xvaBSHRMPC1m,305867,10,0,4,8.48e-06,0.601,0.814,0.644,0.0991,-8.487,0.0505,117.899,0.444,28
331,The Downward Spiral (Deluxe Edition),8,0gQKWEOlff3XWuCCHMRKBM,"All The Pigs, All Lined Up",spotify:track:0gQKWEOlff3XWuCCHMRKBM,445787,2,1,4,3.66e-05,0.483,0.993,0.773,0.0807,-6.288,0.048,134.364,0.576,30
332,The Downward Spiral (Deluxe Edition),9,1UUqBx8K3TlDh18iZjMxBy,Memorabilia,spotify:track:1UUqBx8K3TlDh18iZjMxBy,442000,5,1,4,0.203,0.596,0.988,0.423,0.113,-7.157,0.0774,133.868,0.321,25
333,The Downward Spiral (Deluxe Edition),10,52HXTHuQMly4kiROcpKsBm,The Downward Spiral (The Bottom),spotify:track:52HXTHuQMly4kiROcpKsBm,448920,0,1,4,0.23,0.685,0.843,0.739,0.209,-10.27,0.121,100.416,0.332,27
334,The Downward Spiral (Deluxe Edition),11,4W5hXb0nOme0sW6lIOjOg8,Ruiner - Demo,spotify:track:4W5hXb0nOme0sW6lIOjOg8,290027,9,1,4,8.23e-05,0.563,0.86,0.878,0.0791,-10.096,0.0498,113.129,0.129,27
335,The Downward Spiral (Deluxe Edition),12,66l8HnKty6dYl7ikCTaRl2,Liar - Reptile Demo,spotify:track:66l8HnKty6dYl7ikCTaRl2,415853,2,1,4,0.0083,0.611,0.749,0.158,0.103,-8.499,0.0609,128.074,0.143,28
336,The Downward Spiral (Deluxe Edition),13,60dkLE1MJXsF5LiGgr2Csd,Heresy - Demo,spotify:track:60dkLE1MJXsF5LiGgr2Csd,240173,1,0,4,0.000182,0.541,0.791,0.917,0.141,-8.589,0.0395,105.005,0.18,28
