,album,track_number,id,name,uri,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
0,Ghosts V: Together,1,3i7wFFCv5uIXq8la0jvjNi,Letting Go While Holding On,spotify:track:3i7wFFCv5uIXq8la0jvjNi,578943,4,1,4,0.979,0.116,0.13,0.974,0.11,-20.029,0.037,79.852,0.0386,48
1,Ghosts V: Together,2,7iiu6ce9zGfbvs0yBvsZeT,Together,spotify:track:7iiu6ce9zGfbvs0yBvsZeT,603649,0,0,4,0.928,0.174,0.165,0.931,0.0944,-20.291,0.044,119.986,0.0399,48
2,Ghosts V: Together,3,12c5EH0LBo7IM9PlsL305E,Out In The Open,spotify:track:12c5EH0LBo7IM9PlsL305E,315053,9,1,4,0.944,0.127,0.408,0.901,0.0898,-13.423,0.0404,60.076,0.0349,45
3,Ghosts V: Together,4,308QTKAITroZ0BCrd6vT2v,With Faith,spotify:track:308QTKAITroZ0BCrd6vT2v,580363,8,1,4,0.971,0.473,0.277,0.957,0.117,-17.038,0.034,119.985,0.04,44
4,Ghosts V: Together,5,1ynahsJeZyOXsXv8ndSHbL,Apart,spotify:track:1ynahsJeZyOXsXv8ndSHbL,815434,10,1,4,0.877,0.117,0.228,0.912,0.0859,-18.281,0.0379,90.977,0.0291,43
5,Ghosts V: Together,6,7n0ZW3l9uDUdUKvnQPsyVV,Your Touch,spotify:track:7n0ZW3l9uDUdUKvnQPsyVV,267372,0,0,3,0.937,0.314,0.378,0.847,0.108,-15.595,0.0331,125.978,0.0907,44
6,Ghosts V: Together,7,4qobOJfBSSVkUGM2pAJBiX,Hope We Can Again,spotify:track:4qobOJfBSSVkUGM2pAJBiX,446669,10,1,4,0.486,0.149,0.308,0.894,0.083,-16.043,0.0385,137.836,0.0577,42
7,Ghosts V: Together,8,3klPNiQxeAqUZrCSQ7uvfS,Still Right Here,spotify:track:3klPNiQxeAqUZrCSQ7uvfS,610974,2,0,4,0.899,0.181,0.255,0.945,0.0949,-15.598,0.0458,123.976,0.0364,41
8,Ghosts VI: Locusts,1,6itJixbsjJKjA6kLQCEp9t,The Cursed Clock,spotify:track:6itJixbsjJKjA6kLQCEp9t,420797,7,1,4,0.947,0.395,0.157,0.961,0.166,-16.565,0.0389,64.996,0.0334,41
9,Ghosts VI: Locusts,2,6ps4n8Yjza25RbVL2c56CK,Around Every Corner,spotify:track:6ps4n8Yjza25RbVL2c56CK,652650,2,1,3,0.932,0.346,0.415,0.899,0.088,-11.9,0.0292,77.639,0.0595,39
10,Ghosts VI: Locusts,3,4jWDSwY7ksdUH1yznjQw89,The Worriment Waltz,spotify:track:4jWDSwY7ksdUH1yznjQw89,565679,0,0,3,0.974,0.11,0.219,0.902,0.129,-21.715,0.038,59.445,0.0365,38
11,Ghosts VI: Locusts,4,2B44wnYqA2kS240njbc5Wb,Run Like Hell,spotify:track:2B44wnYqA2kS240njbc5Wb,337678,9,1,4,0.891,0.559,0.57,0.899,0.28,-11.501,0.031,146.02,0.0826,41
12,Ghosts VI: Locusts,5,3h6Aq83xPv9mPPYi6Q31d0,When It Happens (Don't Mind Me),spotify:track:3h6Aq83xPv9mPPYi6Q31d0,175729,3,1,4,0.0979,0.434,0.759,0.000227,0.145,-6.879,0.0305,140.02,0.0375,38
13,Ghosts VI: Locusts,6,53asXyK9epDCiB1nShivTt,Another Crashed Car,spotify:track:53asXyK9epDCiB1nShivTt,143510,2,1,3,0.822,0.524,0.208,0.326,0.114,-26.22,0.118,137.537,0.121,39
14,Ghosts VI: Locusts,7,0utwFXyhU59unWIRnZZiwZ,Temp Fix,spotify:track:0utwFXyhU59unWIRnZZiwZ,106935,6,1,4,0.903,0.524,0.292,0.951,0.113,-16.523,0.0314,136.098,0.157,39
15,Ghosts VI: Locusts,8,2v70eVes333Y7ABEKRGbU0,Trust Fades,spotify:track:2v70eVes333Y7ABEKRGbU0,192779,0,1,4,0.972,0.478,0.133,0.897,0.109,-22.249,0.0351,127.972,0.186,38
16,Ghosts VI: Locusts,9,3Z3mLHAZQwWZEg2pfYB6DN,A Really Bad Night,spotify:track:3Z3mLHAZQwWZEg2pfYB6DN,293100,2,0,4,0.96,0.115,0.135,0.917,0.183,-21.338,0.0391,80.735,0.0388,38
17,Ghosts VI: Locusts,10,0OKqTXZbiF6bprdxpUqATB,Your New Normal,spotify:track:0OKqTXZbiF6bprdxpUqATB,225034,11,0,4,0.624,0.698,0.259,0.941,0.141,-15.863,0.0443,129.982,0.332,37
18,Ghosts VI: Locusts,11,4hqP2wxdZYvrC8md1tVq9d,Just Breathe,spotify:track:4hqP2wxdZYvrC8md1tVq9d,420448,5,0,3,0.777,0.168,0.427,0.883,0.259,-15.712,0.0623,88.906,0.0886,38
19,Ghosts VI: Locusts,12,3CUTdyN1Xvlq1LXakSjJzg,Right Behind You,spotify:track:3CUTdyN1Xvlq1LXakSjJzg,102716,9,0,5,0.878,0.245,0.00564,0.779,0.101,-29.713,0.0368,136.726,0.0372,36
20,Ghosts VI: Locusts,13,5Q5tiOfNfQipmj24rDgXHL,Turn This Off Please,spotify:track:5Q5tiOfNfQipmj24rDgXHL,788454,9,1,4,0.763,0.376,0.541,0.95,0.112,-15.298,0.0711,146.036,0.0721,35
21,Ghosts VI: Locusts,14,3iDNGp4NpmZ21VIZMauOqR,So Tired,spotify:track:3iDNGp4NpmZ21VIZMauOqR,224569,6,1,3,0.866,0.235,0.0366,0.823,0.112,-26.729,0.0367,67.813,0.0373,34
22,Ghosts VI: Locusts,15,1ccQ4PPN2AKYT8ExXY4GVv,Almost Dawn,spotify:track:1ccQ4PPN2AKYT8ExXY4GVv,334172,2,0,4,0.899,0.342,0.382,0.951,0.0921,-18.732,0.0425,89.875,0.0922,34
23,Bad Witch,1,79uO9bKIBzjD1lasokGlnA,Shit Mirror,spotify:track:79uO9bKIBzjD1lasokGlnA,186072,2,0,4,0.00273,0.297,0.943,0.888,0.278,-5.207,0.214,79.96,0.142,45
24,Bad Witch,2,1xq7A4x22Vc1vO7wXvW6H3,Ahead of Ourselves,spotify:track:1xq7A4x22Vc1vO7wXvW6H3,210562,7,1,4,0.119,0.598,0.986,0.724,0.11,-6.766,0.097,162.036,0.445,36
25,Bad Witch,3,5wt1PmsOAfMohbdSyBdhMV,Play the Goddamned Part,spotify:track:5wt1PmsOAfMohbdSyBdhMV,291387,2,1,4,0.154,0.59,0.722,0.812,0.0832,-8.003,0.0383,152.086,0.392,34
26,Bad Witch,4,2X1s0WGkHmRLUzKmebGelG,God Break Down the Door,spotify:track:2X1s0WGkHmRLUzKmebGelG,254958,0,1,3,0.269,0.33,0.971,0.945,0.155,-4.543,0.139,113.931,0.153,35
27,Bad Witch,5,02Idl8q2bZhZEXqsWXXoG9,I'm Not from This World,spotify:track:02Idl8q2bZhZEXqsWXXoG9,401854,2,0,4,0.777,0.273,0.477,0.886,0.108,-14.56,0.0973,192.029,0.191,33
28,Bad Witch,6,1J8CqSsS6ErrveimQyCvZa,Over and Out,spotify:track:1J8CqSsS6ErrveimQyCvZa,469898,2,0,3,0.416,0.374,0.575,0.818,0.0671,-10.251,0.0497,140.116,0.0387,35
29,Recoiled,1,2uibtoCm0gT65lfzmdr7M6,Gave Up - Open My Eyes,spotify:track:2uibtoCm0gT65lfzmdr7M6,360907,10,0,4,8.6e-05,0.551,0.934,0.136,0.208,-7.956,0.0883,134.103,0.393,30
30,Recoiled,2,5CiT7nicnIVZjVZXanmab7,Closer - Unrecalled,spotify:track:5CiT7nicnIVZjVZXanmab7,464831,3,0,4,0.346,0.424,0.577,0.00758,0.107,-10.858,0.123,180.175,0.368,28
31,Recoiled,3,4KEnW5DzwIcRLExU4FZCqz,The Downward Spiral - A Gilded Sickness,spotify:track:4KEnW5DzwIcRLExU4FZCqz,481028,2,1,4,0.186,0.308,0.754,0.758,0.354,-9.741,0.233,100.286,0.244,25
32,Recoiled,4,3OgdTqkseAiIkMUxj43CWI,Eraser - Reduction,spotify:track:3OgdTqkseAiIkMUxj43CWI,529554,1,0,5,0.928,0.16,0.654,0.394,0.472,-10.733,0.0627,110.142,0.0395,23
33,Recoiled,5,7CqbsfykB0lA1D7lFoRzWl,Eraser - Baby Alarm Remix,spotify:track:7CqbsfykB0lA1D7lFoRzWl,532710,3,0,4,0.0315,0.548,0.834,0.718,0.264,-9.566,0.0665,130.091,0.149,22
34,Hesitation Marks (Deluxe Version),1,7Lfh4aHCDfksrnDfgSTZ6U,The Eater of Dreams,spotify:track:7Lfh4aHCDfksrnDfgSTZ6U,52453,1,1,4,0.104,0.552,0.0201,0.503,0.255,-23.908,0.0508,167.732,0.0419,27
35,Hesitation Marks (Deluxe Version),2,5ECySGXI4N8MCv6jf7HU9n,Copy of a,spotify:track:5ECySGXI4N8MCv6jf7HU9n,322613,8,1,5,0.0238,0.635,0.832,0.384,0.223,-6.151,0.039,137.979,0.681,41
36,Hesitation Marks (Deluxe Version),3,0jem8KSDqhiOoIWIqrJZbI,Came Back Haunted,spotify:track:0jem8KSDqhiOoIWIqrJZbI,317267,9,0,4,0.00283,0.681,0.745,0.0148,0.113,-4.331,0.0771,130.025,0.566,36
37,Hesitation Marks (Deluxe Version),4,1mbd1JnkpVc1RaZH6rRPqE,Find My Way,spotify:track:1mbd1JnkpVc1RaZH6rRPqE,315680,1,1,4,0.209,0.619,0.446,0.745,0.106,-8.687,0.037,149.988,0.427,31
38,Hesitation Marks (Deluxe Version),5,6PLLzSQEx444MY7Gp53PSa,All Time Low,spotify:track:6PLLzSQEx444MY7Gp53PSa,377800,2,1,4,0.0161,0.549,0.858,0.0225,0.123,-5.279,0.0424,86.009,0.39,33
39,Hesitation Marks (Deluxe Version),6,7Gq7q0gXSMet89GPstlh5N,Disappointed,spotify:track:7Gq7q0gXSMet89GPstlh5N,344120,2,1,4,0.0187,0.743,0.477,0.853,0.106,-8.483,0.0386,137.037,0.234,29
40,Hesitation Marks (Deluxe Version),7,3EnXOFhkcaUl6THFnyFMi7,Everything,spotify:track:3EnXOFhkcaUl6THFnyFMi7,199560,1,1,4,1.85e-05,0.511,0.913,0.543,0.129,-3.511,0.0596,155.034,0.898,28
41,Hesitation Marks (Deluxe Version),8,0P8yfWvDPk3sqfod1kySRu,Satellite,spotify:track:0P8yfWvDPk3sqfod1kySRu,302733,1,1,4,0.00019,0.753,0.618,0.842,0.0884,-6.0,0.0903,113.41,0.462,30
42,Hesitation Marks (Deluxe Version),9,4Cp6Mq59YlBMp2M2ZK5gIB,Various Methods of Escape,spotify:track:4Cp6Mq59YlBMp2M2ZK5gIB,301413,5,0,4,0.0041,0.385,0.556,0.674,0.116,-7.423,0.0527,168.998,0.455,31
43,Hesitation Marks (Deluxe Version),10,4KXA1dUIl7ghdYzOSny6Qo,Running,spotify:track:4KXA1dUIl7ghdYzOSny6Qo,247600,11,0,4,0.136,0.779,0.822,0.847,0.128,-7.361,0.0544,132.996,0.625,27
44,Hesitation Marks (Deluxe Version),11,2uLO0A8hcEBVK3XcXJZaa1,I Would For You,spotify:track:2uLO0A8hcEBVK3XcXJZaa1,272693,3,1,4,0.014,0.547,0.837,0.263,0.113,-6.306,0.0522,146.001,0.417,30
45,Hesitation Marks (Deluxe Version),12,3vr8V1JkwLR3XQYaaPzSmK,In Two,spotify:track:3vr8V1JkwLR3XQYaaPzSmK,331533,1,1,4,0.0102,0.482,0.848,0.319,0.233,-6.985,0.0427,182.021,0.189,28
46,Hesitation Marks (Deluxe Version),13,4PhvviJTEZ1Py8dr1tmYJ1,While I'm Still Here,spotify:track:4PhvviJTEZ1Py8dr1tmYJ1,242747,1,1,4,0.0991,0.713,0.366,0.857,0.091,-16.011,0.0856,173.998,0.464,29
47,Hesitation Marks (Deluxe Version),14,0sXE2Hw2slSjZiGiHtFIF1,Black Noise,spotify:track:0sXE2Hw2slSjZiGiHtFIF1,89013,1,1,4,0.57,0.497,0.626,0.929,0.142,-9.322,0.0816,173.966,0.279,26
48,Hesitation Marks (Deluxe Version),1,21ODbmDlGqET6E3NLqcQdx,Find My Way - Oneohtrix Point Never Remix,spotify:track:21ODbmDlGqET6E3NLqcQdx,287760,10,1,4,0.623,0.208,0.248,0.412,0.111,-12.177,0.0333,149.41,0.0366,24
49,Hesitation Marks (Deluxe Version),2,3QqJ5hCgv9EBICTOnXhWia,All Time Low - Todd Rundgren Remix,spotify:track:3QqJ5hCgv9EBICTOnXhWia,349560,2,1,4,0.128,0.43,0.798,0.000863,0.297,-6.039,0.0779,86.689,0.414,23
50,Hesitation Marks (Deluxe Version),3,5i7YsI966pLfDR3OE0B0oe,While I'm Still Here - Breyer P-Orridge 'Howler' Remix,spotify:track:5i7YsI966pLfDR3OE0B0oe,423013,1,1,4,0.49,0.616,0.531,0.816,0.112,-10.24,0.0642,86.841,0.473,23
51,Hesitation Marks,1,51YS7stUvXonWD3SibG1Zn,The Eater Of Dreams,spotify:track:51YS7stUvXonWD3SibG1Zn,52432,1,1,4,0.0834,0.555,0.0237,0.296,0.28,-26.377,0.049,167.739,0.045,25
52,Hesitation Marks,2,6xlsMxBuulXsX0hY37iE70,Copy Of A,spotify:track:6xlsMxBuulXsX0hY37iE70,322623,8,1,5,0.022,0.634,0.828,0.422,0.216,-6.161,0.0391,137.974,0.694,42
53,Hesitation Marks,3,1rW2R3fwUuyDhaF4Cg3S4C,Came Back Haunted,spotify:track:1rW2R3fwUuyDhaF4Cg3S4C,317269,9,0,4,0.00342,0.687,0.747,0.0194,0.117,-4.324,0.0797,130.025,0.579,34
54,Hesitation Marks,4,1YKCpxc73TFhElkJEMej4b,Find My Way,spotify:track:1YKCpxc73TFhElkJEMej4b,315668,1,1,4,0.202,0.624,0.448,0.759,0.106,-8.686,0.0357,150.008,0.408,30
55,Hesitation Marks,5,4FhOjGTVa4oAi4UMCZ9dPc,All Time Low,spotify:track:4FhOjGTVa4oAi4UMCZ9dPc,377810,2,1,4,0.0163,0.545,0.857,0.0195,0.121,-5.262,0.0414,86.033,0.377,31
56,Hesitation Marks,6,4dacTG0CgGaqi8gzRdv2Pe,Disappointed,spotify:track:4dacTG0CgGaqi8gzRdv2Pe,344116,2,1,4,0.0201,0.74,0.472,0.847,0.104,-8.495,0.0386,137.032,0.234,28
57,Hesitation Marks,7,1pK48aPFvfveHf8Ozl9Rms,Everything,spotify:track:1pK48aPFvfveHf8Ozl9Rms,199559,1,1,4,1.87e-05,0.515,0.911,0.646,0.131,-3.502,0.059,155.028,0.912,27
58,Hesitation Marks,8,4C5OYFFU5yGFu26kMKN73U,Satellite,spotify:track:4C5OYFFU5yGFu26kMKN73U,302736,1,1,4,0.000166,0.75,0.613,0.81,0.0888,-6.013,0.0988,113.409,0.441,28
59,Hesitation Marks,9,4xZOdYH5IpcUFPrQe1lttg,Various Methods Of Escape,spotify:track:4xZOdYH5IpcUFPrQe1lttg,301406,5,0,4,0.00519,0.526,0.555,0.713,0.124,-7.441,0.0504,84.013,0.459,29
60,Hesitation Marks,10,6StfMAtprVXd0DMZMIfnSe,Running,spotify:track:6StfMAtprVXd0DMZMIfnSe,247601,11,0,4,0.132,0.78,0.824,0.839,0.121,-7.365,0.0543,133.003,0.625,25
61,Hesitation Marks,11,0LCtasZEFweOQyxxfSB9gU,I Would For You,spotify:track:0LCtasZEFweOQyxxfSB9gU,272691,3,1,4,0.0144,0.548,0.839,0.174,0.112,-6.34,0.0527,145.988,0.402,28
62,Hesitation Marks,12,2YGldylcliKY1qyhXLRI0I,In Two,spotify:track:2YGldylcliKY1qyhXLRI0I,331537,1,1,4,0.00924,0.475,0.852,0.35,0.243,-6.964,0.0416,181.979,0.187,26
63,Hesitation Marks,13,5PFEnGvW083DE1JxQA4NpF,While I'm Still Here,spotify:track:5PFEnGvW083DE1JxQA4NpF,242744,1,1,4,0.0942,0.701,0.363,0.843,0.0917,-16.037,0.0857,173.99,0.478,27
64,Hesitation Marks,14,6cP8Cqqa4wVcVH8Q0pJkWD,Black Noise,spotify:track:6cP8Cqqa4wVcVH8Q0pJkWD,89025,1,1,4,0.51,0.489,0.631,0.952,0.149,-9.274,0.0827,174.036,0.32,24
65,Hesitation Marks (Deluxe Edition),1,0EoOXmPSxzInDzepQvdXUe,The Eater Of Dreams,spotify:track:0EoOXmPSxzInDzepQvdXUe,52432,1,1,4,0.0834,0.555,0.0237,0.296,0.28,-26.377,0.049,167.739,0.045,21
66,Hesitation Marks (Deluxe Edition),2,5dBmjEUtCufTk9IU0E6HAI,Copy Of A,spotify:track:5dBmjEUtCufTk9IU0E6HAI,322623,8,1,5,0.022,0.634,0.828,0.422,0.216,-6.161,0.0391,137.974,0.694,30
67,Hesitation Marks (Deluxe Edition),3,1huBguFxUQSvAnZyDAdQUw,Came Back Haunted,spotify:track:1huBguFxUQSvAnZyDAdQUw,317269,9,0,4,0.00342,0.687,0.747,0.0194,0.117,-4.324,0.0797,130.025,0.579,26
68,Hesitation Marks (Deluxe Edition),4,0mf3sKZYffIRJaKxepJzd4,Find My Way,spotify:track:0mf3sKZYffIRJaKxepJzd4,315668,1,1,4,0.202,0.624,0.448,0.759,0.106,-8.686,0.0357,150.008,0.408,24
69,Hesitation Marks (Deluxe Edition),5,5FJRzOYHVTOL42WsDkdcKc,All Time Low,spotify:track:5FJRzOYHVTOL42WsDkdcKc,377810,2,1,4,0.0163,0.545,0.857,0.0195,0.121,-5.262,0.0414,86.033,0.377,24
70,Hesitation Marks (Deluxe Edition),6,1PPg3POmFheCNwjRF8gkWV,Disappointed,spotify:track:1PPg3POmFheCNwjRF8gkWV,344116,2,1,4,0.0201,0.74,0.472,0.847,0.104,-8.495,0.0386,137.032,0.234,22
71,Hesitation Marks (Deluxe Edition),7,7EQyQsCjqMtLCEGQTsmT53,Everything,spotify:track:7EQyQsCjqMtLCEGQTsmT53,199559,1,1,4,1.87e-05,0.515,0.911,0.646,0.131,-3.502,0.059,155.028,0.912,21
72,Hesitation Marks (Deluxe Edition),8,4x9tgKi3P5MuShHeI26n0m,Satellite,spotify:track:4x9tgKi3P5MuShHeI26n0m,302736,1,1,4,0.000166,0.75,0.613,0.81,0.0888,-6.013,0.0988,113.409,0.441,23
73,Hesitation Marks (Deluxe Edition),9,2ctVhaE2tns3BU0xP1yOye,Various Methods Of Escape,spotify:track:2ctVhaE2tns3BU0xP1yOye,301406,5,0,4,0.00519,0.526,0.555,0.713,0.124,-7.441,0.0504,84.013,0.459,23
74,Hesitation Marks (Deluxe Edition),10,6WApT6t8wvyBYlIip0ke9r,Running,spotify:track:6WApT6t8wvyBYlIip0ke9r,247601,11,0,4,0.132,0.78,0.824,0.839,0.121,-7.365,0.0543,133.003,0.625,21
75,Hesitation Marks (Deluxe Edition),11,2yNqzyre4FDIriuxj01UGi,I Would For You,spotify:track:2yNqzyre4FDIriuxj01UGi,272691,3,1,4,0.0144,0.548,0.839,0.174,0.112,-6.34,0.0527,145.988,0.402,22
76,Hesitation Marks (Deluxe Edition),12,5qODqHMMYQLLdSGXQbeRSq,In Two,spotify:track:5qODqHMMYQLLdSGXQbeRSq,331537,1,1,4,0.00924,0.475,0.852,0.35,0.243,-6.964,0.0416,181.979,0.187,21
77,Hesitation Marks (Deluxe Edition),13,0OcnyOjzoLPg3HZ4BMGHXA,While I'm Still Here,spotify:track:0OcnyOjzoLPg3HZ4BMGHXA,242744,1,1,4,0.0942,0.701,0.363,0.843,0.0917,-16.037,0.0857,173.99,0.478,21
78,Hesitation Marks (Deluxe Edition),14,4dpd5WasbioR0Tzq4QtpV0,Black Noise,spotify:track:4dpd5WasbioR0Tzq4QtpV0,89025,1,1,4,0.51,0.489,0.631,0.952,0.149,-9.274,0.0827,174.036,0.32,19
79,Hesitation Marks (Deluxe Edition),15,5c9wOrT4KAbHPBaYx3mxBt,Find My Way - Oneohtrix Point Never Remix,spotify:track:5c9wOrT4KAbHPBaYx3mxBt,290160,5,1,4,0.662,0.218,0.248,0.538,0.112,-12.302,0.035,149.866,0.0375,20
80,Hesitation Marks (Deluxe Edition),16,2Zadxs0Tqnj3i7Vm3SQ77S,All Time Low - Todd Rundgren Remix,spotify:track:2Zadxs0Tqnj3i7Vm3SQ77S,351560,2,1,4,0.119,0.426,0.809,0.000862,0.0792,-6.06,0.0932,86.795,0.417,19
81,Hesitation Marks (Deluxe Edition),17,33y9r2SeNq9PpgTwRGfjBt,While I'm Still Here - Breyer P-Orridge 'Howler' Remix,spotify:track:33y9r2SeNq9PpgTwRGfjBt,423720,1,1,4,0.463,0.623,0.539,0.793,0.111,-10.261,0.0602,86.975,0.455,21
82,Pretty Hate Machine (Remastered),1,6j0Q06QmlWdd8xlS8NrOhl,Head Like A Hole,spotify:track:6j0Q06QmlWdd8xlS8NrOhl,300160,9,1,4,0.00348,0.649,0.912,0.000343,0.495,-4.012,0.0618,115.408,0.402,46
83,Pretty Hate Machine (Remastered),2,55BRo8RYC2Kge75UXI1oYe,Terrible Lie,spotify:track:55BRo8RYC2Kge75UXI1oYe,278720,6,1,4,0.00357,0.612,0.814,0.00254,0.165,-4.455,0.0353,87.965,0.518,37
84,Pretty Hate Machine (Remastered),3,3wLyeM7EVwyWNVuLnSDjeJ,Down In It,spotify:track:3wLyeM7EVwyWNVuLnSDjeJ,226467,4,0,4,0.000338,0.645,0.891,0.5,0.105,-4.95,0.156,104.011,0.486,36
85,Pretty Hate Machine (Remastered),4,7tl6M2QWHUsJtEXGQ9poUJ,Sanctified,spotify:track:7tl6M2QWHUsJtEXGQ9poUJ,347773,9,1,4,0.0976,0.706,0.773,0.0343,0.274,-5.32,0.0315,107.031,0.934,34
86,Pretty Hate Machine (Remastered),5,2jSlyYZOxCmdL8KeXnJyqH,Something I Can Never Have,spotify:track:2jSlyYZOxCmdL8KeXnJyqH,355467,5,1,4,0.762,0.5,0.26,0.000191,0.111,-9.722,0.0286,108.002,0.0397,35
87,Pretty Hate Machine (Remastered),6,0LEs2eQLPXOEVi8sblfu4Y,Kinda I Want To,spotify:track:0LEs2eQLPXOEVi8sblfu4Y,273133,6,0,4,0.0125,0.592,0.987,0.804,0.936,-4.433,0.133,104.054,0.591,32
88,Pretty Hate Machine (Remastered),7,2gNZCN86bRDGskyz7Eo2n0,Sin,spotify:track:2gNZCN86bRDGskyz7Eo2n0,246360,11,1,4,0.000744,0.634,0.949,0.711,0.843,-5.477,0.0535,128.422,0.662,35
89,Pretty Hate Machine (Remastered),8,5ffX305s8ZvkafnBdSJLCn,That’s What I Get,spotify:track:5ffX305s8ZvkafnBdSJLCn,270653,0,1,4,0.0128,0.664,0.839,0.0767,0.384,-4.914,0.0378,112.04,0.314,32
90,Pretty Hate Machine (Remastered),9,4jfEWB5Rb7Cy1xN9v14Mxv,The Only Time,spotify:track:4jfEWB5Rb7Cy1xN9v14Mxv,287853,11,0,4,0.00238,0.536,0.876,0.0281,0.0629,-4.177,0.0991,188.613,0.664,32
91,Pretty Hate Machine (Remastered),10,3Au8B4hO8P9NGHUW7ile5X,Ringfinger,spotify:track:3Au8B4hO8P9NGHUW7ile5X,345427,10,0,4,0.00423,0.744,0.937,0.207,0.552,-6.161,0.072,113.067,0.608,32
92,Pretty Hate Machine (Remastered),11,6eco0716lo6FVLTKWi0d3r,"Get Down, Make Love",spotify:track:6eco0716lo6FVLTKWi0d3r,258773,6,0,4,2.87e-05,0.544,0.863,0.00511,0.0823,-5.672,0.078,90.911,0.223,34
93,Pretty Hate Machine: 2010 Remaster (International Version),1,4PbkRUGorFTYXry9FSsV4b,Head Like A Hole - Remastered,spotify:track:4PbkRUGorFTYXry9FSsV4b,300160,9,1,4,0.00355,0.662,0.914,0.000135,0.53,-3.957,0.0662,115.408,0.382,18
94,Pretty Hate Machine: 2010 Remaster (International Version),2,1yIzGyH3rD1iAUmLrHC4SO,Terrible Lie - Remastered,spotify:track:1yIzGyH3rD1iAUmLrHC4SO,278720,6,1,4,0.00347,0.601,0.82,0.00286,0.165,-4.456,0.0367,87.933,0.502,13
95,Pretty Hate Machine: 2010 Remaster (International Version),3,32mdiSfhPfsfGemKAk19ZO,Down In It - Remastered,spotify:track:32mdiSfhPfsfGemKAk19ZO,226467,4,0,4,0.000276,0.653,0.881,0.598,0.144,-4.943,0.127,104.052,0.457,11
96,Pretty Hate Machine: 2010 Remaster (International Version),4,0w4gwRqYpX0UQDJkbXmjuo,Sanctified - Remastered,spotify:track:0w4gwRqYpX0UQDJkbXmjuo,347760,9,1,4,0.105,0.703,0.765,0.0317,0.274,-5.315,0.0314,107.035,0.931,9
97,Pretty Hate Machine: 2010 Remaster (International Version),5,6ItI2nSFRUpMhaj7Z4lIND,Something I Can Never Have - Remastered,spotify:track:6ItI2nSFRUpMhaj7Z4lIND,355480,5,1,4,0.764,0.511,0.264,0.000145,0.111,-9.689,0.0287,108.064,0.0392,12
98,Pretty Hate Machine: 2010 Remaster (International Version),6,1KiYYzl2kgZXY7abW6HU62,Kinda I Want To - Remastered,spotify:track:1KiYYzl2kgZXY7abW6HU62,273133,6,0,4,0.0139,0.602,0.985,0.72,0.942,-4.466,0.125,104.07,0.571,8
99,Pretty Hate Machine: 2010 Remaster (International Version),7,1F9OrtGNQidtQpkWJWrki5,Sin - Remastered,spotify:track:1F9OrtGNQidtQpkWJWrki5,246360,11,1,4,0.000706,0.624,0.95,0.739,0.81,-5.479,0.0534,128.436,0.653,10
100,Pretty Hate Machine: 2010 Remaster (International Version),8,7nplJJ8r1snRHWhz7f4TGC,That’s What I Get - Remastered,spotify:track:7nplJJ8r1snRHWhz7f4TGC,270640,0,1,4,0.0155,0.674,0.84,0.103,0.374,-4.949,0.0377,112.041,0.323,9
101,Pretty Hate Machine: 2010 Remaster (International Version),9,4agB3keJA18TYhs5LmJJlT,The Only Time - Remastered,spotify:track:4agB3keJA18TYhs5LmJJlT,287867,9,1,4,0.00234,0.673,0.867,0.0154,0.0556,-4.212,0.0436,94.288,0.659,8
102,Pretty Hate Machine: 2010 Remaster (International Version),10,10UE65VkBA5lZnq9SenIPb,Ringfinger - Remastered,spotify:track:10UE65VkBA5lZnq9SenIPb,345427,10,0,4,0.0049,0.748,0.944,0.22,0.548,-6.144,0.0695,113.057,0.59,9
103,Pretty Hate Machine: 2010 Remaster (International Version),11,6j6eFz7hIGPmRIKNftjkva,"Get Down, Make Love - Remastered",spotify:track:6j6eFz7hIGPmRIKNftjkva,258773,1,0,4,2.47e-05,0.55,0.857,0.00851,0.0949,-5.643,0.0792,90.928,0.218,8
104,The Slip,1,6DtJ0Ha9UWEfEMbuRVZWfb,"999,999",spotify:track:6DtJ0Ha9UWEfEMbuRVZWfb,85159,8,1,5,0.857,0.194,0.132,0.827,0.195,-30.122,0.0565,127.896,0.0504,29
105,The Slip,2,7wWa2By6UumtuTAv1RAVfF,"1,000,000",spotify:track:7wWa2By6UumtuTAv1RAVfF,236197,7,1,4,0.0696,0.545,0.961,0.00392,0.432,-4.163,0.0892,135.941,0.35,40
106,The Slip,3,7BMXjMBut8STY681WZqiuh,Letting You,spotify:track:7BMXjMBut8STY681WZqiuh,229510,10,0,5,0.00794,0.314,0.978,0.492,0.403,-4.028,0.0906,113.907,0.0456,31
107,The Slip,4,0Z4pLlygCvkTHmeQtYAbNH,Discipline,spotify:track:0Z4pLlygCvkTHmeQtYAbNH,259183,6,1,4,0.00122,0.611,0.793,0.285,0.251,-6.646,0.0275,122.01,0.824,49
108,The Slip,5,7EFBGCEsHR1MzZZMayDtXS,Echoplex,spotify:track:7EFBGCEsHR1MzZZMayDtXS,285239,10,0,4,0.0138,0.769,0.411,0.708,0.099,-8.228,0.0498,123.996,0.565,41
109,The Slip,6,5ohqEYnO5rARJJLKTqagrv,Head Down,spotify:track:5ohqEYnO5rARJJLKTqagrv,295460,10,0,4,0.0946,0.63,0.885,0.497,0.14,-7.947,0.0457,121.998,0.785,38
